scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	day0	day1	day2	day3	day4	day5	day6	day7	day8	day9
1	Admin-0 country	4	Uruguay	URY	0	2	Sovereign country	Uruguay	URY	0	Uruguay	URY	0	Uruguay	URY	0	Uruguay	Uruguay	URY	Uruguay		Ury.	UY	Oriental Republic of Uruguay				Uruguay		1	2	2	10	3494382	43160.0	-99	2004	-99	5. Emerging region: G20	3. Upper middle income	-99		UY	URY	858	858	UY	URY	-99	URY	URY	-99	-99	South America	Americas	South America	Latin America & Caribbean	7	7	4	-99	1	#99c87f	#b67c8a	#d932a2	#e22620	#e923c4	#f291a6	#d8b640	#ec7024	#f57c64	#264aab
1	Admin-0 country	2	United States of America	US1	1	2	Country	United States of America	USA	0	United States of America	USA	0	United States of America	USA	0	United States	United States	USA	United States		U.S.A.	US	United States of America				United States of America		4	5	1	1	313973000	15094000.0	0	2010	0	1. Developed region: G7	1. High income: OECD	0		US	USA	840	840	US	USA	-99	USA	USA	-99	-99	North America	Americas	Northern America	North America	13	13	6	-99	1	#1e6a12	#e436dd	#3d6525	#852319	#d24844	#5b4891	#b08d4c	#13e4f8	#110e18	#1fa15a
1	Admin-0 country	3	Uzbekistan	UZB	0	2	Sovereign country	Uzbekistan	UZB	0	Uzbekistan	UZB	0	Uzbekistan	UZB	0	Uzbekistan	Uzbekistan	UZB	Uzbekistan		Uzb.	UZ	Republic of Uzbekistan				Uzbekistan		2	3	5	4	27606007	71670.0	-99	1989	-99	6. Developing region	4. Lower middle income	-99		UZ	UZB	860	860	UZ	UZB	-99	UZB	UZB	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	5	1	#9640fc	#bfd00f	#4eaf1d	#cc392	#b0cb47	#723f39	#f65f9f	#a62adc	#31ee84	#24be7a
6	Admin-0 country	6	Vatican	VAT	0	2	Sovereign country	Vatican	VAT	0	Vatican	VAT	0	Vatican	VAT	0	Vatican	Vatican	VAT	Vatican		Vat.	V	State of the Vatican City				Vatican (Holy Sea)	Holy Sea	1	3	4	2	832	355.0	0	-99	0	2. Developed region: nonG7	2. High income: nonOECD	0		VA	VAT	336	336	-99	-99	-99	VAT	VAT	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	7	7	4	4	1	#daf854	#f37340	#bdce91	#d82aff	#d6af9e	#1a82d4	#f46354	#993038	#e2780c	#3de173
1	Admin-0 country	6	Saint Vincent and the Grenadines	VCT	0	2	Sovereign country	Saint Vincent and the Grenadines	VCT	0	Saint Vincent and the Grenadines	VCT	0	Saint Vincent and the Grenadines	VCT	0	St. Vin. and Gren.	Saint Vincent and the Grenadines	VCT	St. Vin. and Gren.		St.V.G.	VC	Saint Vincent and the Grenadines				St. Vincent and the Grenadines		1	1	5	7	104574	1070.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		VC	VCT	670	670	VC	VCT	-99	VCT	VCT	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	18	32	7	-99	1	#803327	#bfe0cf	#5a5f0c	#c4b44c	#a74a0f	#ce85d6	#724f2a	#366fa4	#b96544	#611592
1	Admin-0 country	3	Venezuela	VEN	0	2	Sovereign country	Venezuela	VEN	0	Venezuela	VEN	0	Venezuela	VEN	0	Venezuela	Venezuela	VEN	Venezuela		Ven.	VE	Bolivarian Republic of Venezuela	República Bolivariana de Venezuela			Venezuela, RB		1	3	1	4	26814843	357400.0	-99	2001	-99	5. Emerging region: G20	3. Upper middle income	-99		VE	VEN	862	862	VE	VEN	-99	VEN	VEN	-99	-99	South America	Americas	South America	Latin America & Caribbean	9	9	4	-99	1	#f07f73	#7af667	#eac240	#822ded	#26c39f	#af9f84	#233b8	#ad7f7b	#c40bf5	#c53c23
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	British Virgin Islands	VGB	0	British Virgin Islands	VGB	0	British Virgin Islands	VGB	0	British Virgin Is.	British Virgin Islands	VGB	British Virgin Is.		V.I. (Br.)	VG	British Virgin Islands		U.K.		British Virgin Islands		6	6	6	3	24491	853.4	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		VG	VGB	92	92	-99	-99	-99	VGB	VGB	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	18	22	10	3	-99	#de41a2	#ca4798	#db4df4	#52be37	#2680ab	#5b07a1	#164329	#4c2e3d	#cc62c7	#4b599a
3	Admin-0 country	6	United States of America	US1	1	2	Dependency	United States Virgin Islands	VIR	0	United States Virgin Islands	VIR	0	United States Virgin Islands	VIR	0	U.S. Virgin Is.	United States Virgin Islands	VIR	U.S. Virgin Is.		V.I. (U.S.)	VI	Virgin Islands of the United States		U.S.A.		Virgin Islands (U.S.)		4	5	1	1	109825	1577.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		VI	VIR	850	850	VI	VIR	-99	VIR	VIR	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	15	28	11	3	-99	#8324a3	#56089c	#4315ce	#f372e7	#4bbb40	#cb3540	#64a2e8	#617133	#679ab	#6cfbbe
1	Admin-0 country	2	Vietnam	VNM	0	2	Sovereign country	Vietnam	VNM	0	Vietnam	VNM	0	Vietnam	VNM	0	Vietnam	Vietnam	VNM	Vietnam		Viet.	VN	Socialist Republic of Vietnam				Vietnam		5	6	5	4	86967524	241700.0	-99	2009	-99	5. Emerging region: G20	4. Lower middle income	-99		VN	VNM	704	704	VN	VNM	-99	VNM	VNM	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	5	2	1	#b82f56	#922613	#ba552c	#f77cb5	#4c670b	#102072	#8eabed	#ce2d77	#191e00	#67de63
1	Admin-0 country	4	Vanuatu	VUT	0	2	Sovereign country	Vanuatu	VUT	0	Vanuatu	VUT	0	Vanuatu	VUT	0	Vanuatu	Vanuatu	VUT	Vanuatu		Van.	VU	Republic of Vanuatu				Vanuatu		6	3	7	3	218519	988.5	-99	2009	-99	7. Least developed region	4. Lower middle income	-99		VU	VUT	548	548	VU	VUT	-99	VUT	VUT	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	7	7	4	2	1	#2c4d89	#2bbf81	#95fe6a	#af3248	#f4d33e	#3b8b1	#f07c2b	#d6c682	#367789	#9c9e4a
3	Admin-0 country	4	France	FR1	1	2	Dependency	Wallis and Futuna	WLF	0	Wallis and Futuna	WLF	0	Wallis and Futuna	WLF	0	Wallis and Futuna Is.	Wallis and Futuna Islands	WLF	Wallis and Futuna Islands		Wlf.	WF	Wallis and Futuna Islands		Fr.		Wallis and Futuna		7	5	9	11	15289	60.0	-99	-99	-99	6. Developing region	4. Lower middle income	-99		WF	WLF	876	876	-99	-99	-99	WLF	WLF	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	21	25	4	3	-99	#119e50	#6ffcd2	#458e0e	#d1e017	#4890fa	#9032b2	#7947ca	#aaf2ea	#46a084	#17570a
1	Admin-0 country	4	Samoa	WSM	0	2	Sovereign country	Samoa	WSM	0	Samoa	WSM	0	Samoa	WSM	0	Samoa	Samoa	WSM	Samoa		Samoa	WS	Independent State of Samoa				Samoa		3	3	4	6	219998	1049.0	-99	2006	-99	7. Least developed region	4. Lower middle income	-99		WS	WSM	882	882	WS	WSM	-99	WSM	WSM	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	5	5	5	-99	1	#8545f3	#767b01	#871e67	#ef4489	#c9fb78	#e55d08	#6cbf43	#d421b7	#71de44	#a642be
1	Admin-0 country	3	Yemen	YEM	0	2	Sovereign country	Yemen	YEM	0	Yemen	YEM	0	Yemen	YEM	0	Yemen	Yemen	YEM	Yemen		Yem.	YE	Republic of Yemen				Yemen, Rep.		5	3	3	11	23822783	55280.0	-99	2004	-99	7. Least developed region	4. Lower middle income	-99		YE	YEM	887	887	RY	YEM	-99	YEM	YEM	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	4	-99	1	#4d1c35	#a38ecf	#46e8af	#237410	#2093e7	#9cda6c	#64b63c	#6fa22b	#2941b7	#8136a1
1	Admin-0 country	2	South Africa	ZAF	0	2	Sovereign country	South Africa	ZAF	0	South Africa	ZAF	0	South Africa	ZAF	0	South Africa	South Africa	ZAF	South Africa		S.Af.	ZA	Republic of South Africa				South Africa		2	3	4	2	49052489	491000.0	-99	2001	-99	5. Emerging region: G20	3. Upper middle income	-99		ZA	ZAF	710	710	ZA	ZAF	-99	ZAF	ZAF	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	12	12	5	-99	1	#ff4c3b	#fbc02f	#cb0933	#220fe1	#ee3bf6	#e40ebd	#71bf4	#d163dd	#dc6088	#22862
1	Admin-0 country	3	Zambia	ZMB	0	2	Sovereign country	Zambia	ZMB	0	Zambia	ZMB	0	Zambia	ZMB	0	Zambia	Zambia	ZMB	Zambia		Zambia	ZM	Republic of Zambia				Zambia		5	8	5	13	11862740	17500.0	-99	2010	-99	7. Least developed region	4. Lower middle income	-99		ZM	ZMB	894	894	ZM	ZMB	-99	ZMB	ZMB	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	6	-99	1	#d2df97	#dfac00	#56a558	#92f900	#fd020a	#a1e771	#c64fbd	#9cafa8	#cfbf2	#7f5a0c
1	Admin-0 country	3	Zimbabwe	ZWE	0	2	Sovereign country	Zimbabwe	ZWE	0	Zimbabwe	ZWE	0	Zimbabwe	ZWE	0	Zimbabwe	Zimbabwe	ZWE	Zimbabwe		Zimb.	ZW	Republic of Zimbabwe				Zimbabwe		1	5	3	9	12619600	9323.0	0	2002	0	5. Emerging region: G20	5. Low income	-99		ZW	ZWE	716	716	ZW	ZWE	-99	ZWE	ZWE	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	8	5	-99	1	#3c58b1	#8f61f0	#e809d	#3ad417	#a77270	#7a5eaf	#d96cf2	#63d962	#4a3e95	#7eea78
